City,AQI,PM2.5,PM10,NO2,CO,SO2,O3,Temperature (°C),Humidity (%),Wind Speed (km/h),Rainfall (mm),Pressure (hPa),Vehicle Count,Industrial Activity Index,Health Impact Score
Patna,432,86.29638289,288.1740568,57.73154534,8.872610589,38.1483631,64.47706567,11.69374347,91.45590432,6.881575386,171.4292677,1007.418183,285990,8.67657299,10
Bangalore,309,88.82263866,31.60141741,72.4495094,0.353511901,5.583783369,54.08533271,12.39165763,23.67477484,8.647886592,93.49475962,1032.600581,326404,0.956139955,10
Ludhiana,486,156.987003,208.6377404,5.337940099,9.600038187,44.39358984,36.39565501,17.63055789,26.94520782,18.2738284,93.20650941,1030.193106,83668,0.466206382,10
Kolkata,225,129.2471838,237.9894576,48.30681566,4.625077132,4.409768135,63.30161005,20.95442153,57.85239186,6.866193805,126.7388466,1016.685844,218887,4.142893667,10
Indore,85,133.9721167,177.6586634,31.47798335,8.921373248,11.39277571,76.56985908,41.65897392,68.73578706,2.651805399,220.7909237,979.6807351,81184,3.245897174,10
Mumbai,295,125.7440613,161.0955825,26.81759027,5.217293838,47.99852128,29.14859284,30.74271426,91.62819073,4.99645987,226.0819628,1033.13929,276834,5.82277323,10
Jaipur,342,26.96109146,191.3680988,9.584397169,4.295668885,46.99494734,15.42874712,22.10162823,35.00474192,4.830408195,213.3501336,952.5382596,345818,5.52015999,10
Ludhiana,340,240.6445109,94.66597328,41.26783223,5.811448043,45.24435542,31.89839741,36.58455199,92.50892663,16.99254768,230.1985428,1032.398669,273091,8.28663565,10
Nagpur,176,133.9136368,238.5633395,74.80205922,7.694897584,8.217959627,63.66854802,13.33093598,72.75690647,7.249691545,265.1835581,1049.823689,188739,1.828390778,10
Nagpur,301,46.95813088,193.7110552,18.53142133,0.131751097,41.24890637,96.85919614,19.26931567,26.1147574,5.654811254,298.069288,955.7450687,33438,4.818244173,10
Lucknow,350,175.394788,144.7368226,16.15029479,6.542581078,20.25046337,91.09056559,20.43260482,34.556608,15.82745263,124.6640359,1028.829805,419581,2.766378351,10
Indore,416,38.77504488,97.61501865,68.26756095,7.654414628,37.51889184,66.33030032,24.00481618,61.04884524,3.044222068,151.97357,1041.258079,46903,2.169171197,10
Ahmedabad,423,115.2166061,59.95078029,63.71000182,1.450942595,10.9815207,5.147005895,41.44893118,78.3769832,9.12142264,126.4425611,1037.749617,297940,0.186154896,10
Vadodara,482,67.53161602,241.9229319,8.334193937,3.146137833,22.43353236,86.300622,35.84820243,53.27886465,1.513007911,72.50706588,1000.013705,368342,2.266433148,10
Indore,303,219.084164,262.2568039,43.88079375,6.997200521,39.63762189,67.76590896,10.67932727,24.90877736,2.431581549,5.7644732,986.3243137,469199,4.737886161,10
Bangalore,156,17.95324526,143.2593095,46.51960288,7.281677379,17.42767626,82.63107252,14.30335791,63.34800555,5.457705025,60.45088323,1018.949478,164833,6.471985996,10
Bangalore,150,33.40774601,282.6143721,45.52218446,9.86101448,17.90915603,25.00502344,44.41103555,26.14844698,1.036311749,69.05237043,990.0357982,60786,5.781349752,10
Hyderabad,424,225.546374,98.73860548,15.56706445,8.733008812,20.15981136,86.17681346,37.51274889,79.91816154,17.74196924,201.935345,1020.187214,382204,6.748798204,10
Meerut,334,208.1758738,247.5942845,75.59392242,2.720032021,29.25788691,42.44033748,28.27946606,57.66031701,14.94380618,140.2532134,1046.647282,27563,6.86578292,10
Bangalore,93,111.7737298,228.1761437,16.86522097,4.634376208,40.47068867,43.63275081,11.9404692,66.28650783,5.365268762,163.1400786,964.0383796,286283,5.351541753,10
Agra,427,173.5403766,155.4829917,39.03604519,6.446229804,48.3864887,14.76348196,16.71906677,28.40874987,7.292874212,52.95325915,978.532435,237558,2.356619835,10
Patna,303,168.3837558,108.3614409,40.70256818,9.391124927,39.37938483,49.4022131,43.88077541,98.04905529,19.65279144,32.82169896,1038.352161,52350,9.153498724,10
Surat,307,208.7801615,265.8988387,70.27404694,2.266486331,36.27490005,89.18440965,37.846366,81.10947892,17.27981239,91.66529509,954.5674677,463251,9.37753377,10
Lucknow,180,183.984884,146.5774261,14.55362553,3.035737217,5.452188072,94.4210766,11.13740165,30.26710908,7.526833917,214.1923756,1038.402128,15101,9.564934886,10
Kolkata,182,44.90443669,153.8157271,29.52004847,5.855285919,43.87553985,69.81878216,32.04985675,81.74149333,19.30773809,47.10564765,1045.525014,243626,6.108811582,10
Surat,372,162.724824,257.7621909,31.7964167,0.67014786,47.84517489,72.37588062,30.38049354,22.29552457,4.083163866,282.1697794,1015.396171,410867,2.636688459,10
Bhopal,294,26.5123108,128.5605246,52.6686253,6.795919477,41.64182893,38.65399556,35.92437421,52.23217577,7.892106314,71.62560216,1048.657501,110971,4.048850588,10
Bhopal,408,43.33926588,85.00778601,38.40961332,3.212322326,19.37016625,24.87770841,10.47168297,48.63705138,18.680214,287.6888468,1019.171976,15618,0.607806569,10
Nagpur,263,10.07147049,130.6510122,40.67598066,5.331619093,48.90619283,78.94910773,14.35138563,76.84835026,14.70016187,20.59862676,1045.725635,320328,0.12939581,10
Ahmedabad,232,176.4956479,278.3661687,5.626078821,6.180281843,7.375724323,64.91688517,30.67813487,52.04871937,16.92046203,254.5226574,1018.021331,10062,6.879852072,10
Kolkata,154,25.4536328,61.88713,55.98317439,2.262922512,39.97668897,63.47708737,27.30805761,46.0990174,6.183323999,206.9682679,1048.711473,208594,6.528260057,10
Hyderabad,52,100.4197942,57.13259761,50.42831803,5.779341758,49.29212085,32.10040499,23.37001928,62.15665063,2.12052527,136.9434741,953.1138995,460348,5.761045214,10
Nagpur,384,81.37055001,58.71848749,34.60655381,8.079268896,5.917945403,83.17440344,37.5617195,21.19022188,11.46252708,109.3414218,1045.608487,304247,0.990150975,10
Delhi,203,221.5258911,263.0601373,67.66108213,3.061528122,13.13433211,98.23895238,41.43197221,50.5773472,0.693844031,174.209138,1031.631481,436990,4.737086085,10
Ahmedabad,266,244.7890172,253.3490556,27.95447925,2.715623763,5.824013995,90.83447673,29.8321204,74.10403889,10.42996988,43.62528032,950.0573764,428829,9.365845095,10
Pune,176,28.71869829,96.17938962,42.66577125,2.154899901,15.67063966,92.20407228,28.16005066,99.41107282,4.579929756,252.1036965,1039.758495,115619,9.375128711,10
Lucknow,405,128.7764556,155.1270721,61.78692292,8.04648717,18.2918388,42.65619085,44.43554981,48.76556001,13.06046635,85.05597202,1023.268745,323587,1.483630115,10
Ahmedabad,487,43.02252565,62.03638411,46.90465972,4.228695865,30.32641014,37.91946973,12.04059595,97.09964506,9.642709493,62.88882128,1032.871429,140497,0.510175197,10
Thane,310,157.3297077,178.8930404,24.73718065,7.159420676,49.59602302,6.672981549,39.65813386,71.49123865,8.002293942,179.3440758,985.434654,77546,5.119475003,10
Vadodara,258,30.34461514,180.4431562,11.07544967,0.410453394,31.65685388,41.12811473,15.3801163,80.80043392,4.077868297,23.25543693,996.2970199,78718,9.42672129,10
Indore,278,242.457807,48.47855173,43.54534244,3.80995377,17.38305775,10.04467225,28.20841956,70.71366615,3.195028091,174.9080239,978.283821,315445,6.263801255,10
Ludhiana,224,66.97593229,230.02906,72.97619581,4.301576325,13.69347239,6.00812086,44.37297362,51.50996552,10.91979564,162.1841,1007.966728,7907,9.506662903,10
Rajkot,444,209.4410284,292.8674122,23.21253413,1.990955126,19.21560192,31.51373699,41.52118204,86.88549236,7.879440803,82.78535016,1045.629614,257520,4.010661277,10
Varanasi,225,248.134597,274.2374197,14.82683294,2.163489855,40.16616843,38.45447487,16.48171658,94.92127263,2.03099273,178.1225022,1018.780559,37315,0.919710035,10
Nagpur,82,226.4766434,260.0680799,23.55705973,5.646516423,4.774789385,87.29934317,17.09362421,70.25786877,8.140640994,94.90216871,996.7069612,261785,8.371552077,10
Vadodara,176,51.92376171,220.7014241,78.30040669,3.353931533,48.47758594,65.87883256,23.23426416,53.4891255,14.18083404,119.733332,977.4328742,416430,9.552912293,10
Ahmedabad,233,22.99199667,247.7420224,75.16963984,3.902064903,9.12027284,33.51166702,11.71690392,43.30365828,15.49735602,28.45686828,1040.687633,408375,7.971089187,10
Surat,61,100.5519716,175.6404044,36.93339842,0.999653772,13.34953635,60.41155549,10.41239944,34.69574945,1.460367094,246.5240562,1010.456281,287950,8.701356546,10
Lucknow,459,199.0134687,30.60802271,15.90517034,7.026756997,38.62455853,43.75954984,22.10405545,92.26857476,4.285986631,76.13589952,957.8805541,311953,4.091216324,10
Rajkot,236,104.6824203,298.2720971,56.87981102,4.320540444,33.35883203,92.83786037,12.6419723,42.23674519,12.36332429,129.7628613,1001.060335,210109,1.770960653,10
Nagpur,474,66.32755551,272.4488519,60.87306231,5.541356024,30.98030362,54.84705178,17.81107991,82.72954179,9.182377351,138.3822443,1030.762789,384079,1.698053607,10
Jaipur,403,204.960624,137.8745489,6.938823418,8.22022756,3.032624895,92.67377598,23.073273,62.91064878,7.418771351,15.17627227,978.2008634,17086,7.201035367,10
Lucknow,295,153.4521733,194.6750947,78.61587504,2.277046299,17.43812178,71.25366632,31.07136767,59.60689886,17.1870037,80.28990447,956.059892,24474,9.449403122,10
Ludhiana,196,80.68197718,43.75276243,53.58095065,9.779907383,36.45513148,80.5921497,44.83419723,91.34497318,8.525497015,248.6262054,1004.481642,491250,6.225357321,10
Nagpur,243,18.99373653,270.5671529,78.76923603,9.068779617,8.463185898,80.16330406,39.48080038,27.40111141,6.461896298,102.4303692,955.914922,35542,6.315402054,10
Ahmedabad,244,88.08187647,175.7832005,19.8262165,8.630646201,6.0613968,40.4168732,34.22908962,35.25958177,4.014582351,271.305517,971.6316682,488173,1.078467439,10
Nashik,198,203.4339498,130.7456674,36.92534156,8.802277366,46.88828015,10.84161759,12.14582433,99.21612541,7.155422714,246.7643449,990.758354,224619,1.634977728,10
Jaipur,310,81.46748972,202.1017175,23.25176427,8.885621782,24.37697212,62.98557435,34.16438261,97.19288788,7.238771819,79.28029994,1038.87314,303606,2.267860303,10
Kolkata,332,33.47887546,242.9902219,33.5338238,0.323678509,11.32735017,45.14075619,28.55787796,91.5607014,14.73597033,96.29153529,1043.496987,393542,2.418945465,10
Bangalore,127,141.4915495,262.4518513,53.86231357,5.45613416,3.164129369,44.27207252,41.02344774,28.52512992,13.94428082,79.11256643,966.6566734,421408,1.715917284,10
Meerut,108,201.5968353,70.33060677,16.32347266,6.754591115,13.79320667,68.81973764,36.14999411,21.49727516,3.510212516,34.9942349,997.9909833,392630,6.213697828,10
Delhi,209,165.2527046,280.1154743,37.99349366,2.662409666,33.090837,70.1865192,29.06253429,52.31609568,12.6090888,110.7963024,954.2379849,72664,7.091508097,10
Agra,71,77.29581526,20.14542513,37.82494126,3.688452649,7.956737313,55.40512612,33.83439703,58.71953304,3.074009871,176.0133958,1000.552408,195238,6.101504239,10
Indore,469,240.9249806,136.9114358,63.04532683,9.937519747,43.67861139,53.67463622,13.09710039,60.17447452,13.59869371,25.58314412,1013.603023,455660,2.339038794,10
Indore,409,38.4078669,151.358056,47.80274728,6.460689301,18.98059218,33.10695689,22.44197945,84.26369465,12.64282428,64.61560608,1036.403695,453862,5.131940231,10
Hyderabad,358,112.8641994,233.5610649,53.709109,5.212065109,12.11232358,71.67690208,38.97476413,59.19430983,14.84856003,146.4884116,1029.641912,399181,3.869442171,10
Ludhiana,282,195.6072522,166.8225026,30.86758291,9.955692227,9.592586305,98.29479118,23.78343084,44.34038431,16.61930851,287.7855394,967.3473725,346678,1.008646234,10
Hyderabad,248,102.9804946,148.1911168,44.81050052,2.923441521,40.4713337,88.07669316,33.14063382,97.77208442,10.08100006,158.7601197,1033.396621,86185,6.462356833,10
Patna,355,247.5121029,167.0950799,56.87283159,9.406178787,46.32715726,48.65693669,43.7443811,61.39732348,5.406099126,241.6572243,1033.231256,215640,8.611008708,10
Pune,461,210.3754735,73.41382155,12.22984782,3.46751247,27.44133463,67.40675994,21.22424868,78.96509207,15.14515452,247.6022374,988.4638313,112987,9.465684113,10
Bangalore,430,176.5095227,167.9604293,45.26840878,0.147664819,38.28922515,65.11815828,15.45309996,93.66951585,5.651562443,85.6554764,1022.161341,69291,7.791684699,10
Bhopal,464,203.6264652,111.3791103,47.40835967,3.299685213,10.17304191,71.23793839,20.97125684,80.24064513,11.07990301,269.662532,990.9623562,385179,5.195195502,10
Chennai,301,124.0824294,160.4917109,9.594966815,6.159668745,11.73354163,5.394677049,44.39278797,43.7322819,1.999346887,23.92150077,1019.817439,212349,7.498424477,10
Nashik,493,181.2113612,49.71033746,43.47291197,6.412526199,41.87057695,29.27388235,14.93435298,71.91072955,16.72685458,124.6000222,996.259212,210128,5.862168449,10
Nagpur,261,43.17714738,217.192749,8.163463059,5.98818755,41.80964831,42.54600994,14.12876072,59.642459,10.46829368,238.2111543,1020.725701,74137,3.662561216,10
Delhi,125,151.7619536,241.1942776,46.70246316,0.60167754,46.47879303,51.64746543,13.91571812,74.44154602,9.21608359,82.42846681,983.5487405,209603,7.285219387,10
Chennai,238,31.34606676,44.54289803,33.68861719,1.160876405,15.93449389,86.60835346,15.13418453,74.36397027,17.4126109,106.2642525,954.9303274,68561,3.565456814,10
Nagpur,102,133.7786436,49.02430081,43.51086173,2.732789259,18.32475698,28.74175595,39.35509128,29.4433571,17.94676838,132.6290078,981.7805095,443454,1.287310338,10
Hyderabad,396,30.01896153,198.77538,72.73448667,6.36450506,48.48424292,29.94766615,29.01527285,64.99983592,6.444506695,297.8205104,990.0296269,115299,5.038920534,10
Pune,201,208.8708235,122.2880184,11.81103613,4.164751687,35.35839731,80.60914111,44.68400068,48.79793263,2.305163243,272.8921777,967.8771055,250387,1.75409705,10
Chennai,448,27.76401913,212.6326941,57.75701369,8.601711631,3.569908467,35.49888675,32.51704398,38.18097061,3.617288843,67.94710197,1023.991687,22462,6.410525563,10
Patna,186,11.57744535,235.8590155,31.84547106,1.881496395,3.170815244,39.0902255,18.47677238,40.23101004,11.65559342,268.2641467,980.0976867,243266,7.441022993,10
Mumbai,491,112.7738759,86.13873378,79.55344691,3.338492206,35.04486143,13.02666583,43.02062621,35.93975896,19.37543067,247.7694481,958.1088215,430814,1.068423503,10
Chennai,454,14.58667171,281.1007894,16.0901994,6.116295038,26.71342277,99.90877837,23.42004544,39.06395214,4.709040569,260.6142632,950.6150962,401418,8.848381713,10
Lucknow,258,113.8786016,94.3632441,6.328205757,5.989515865,10.11133271,59.17852266,14.40155551,39.96663297,3.796958928,238.0608152,1025.890073,189342,0.011316436,10
Varanasi,353,15.77492389,55.90433476,65.38485483,9.035857488,31.66075428,55.87979243,16.16051946,64.99258461,19.90975727,108.1284522,1018.558753,37668,8.462324695,10
Indore,412,245.449438,130.7558467,9.569002368,7.433208036,38.14326771,90.72530824,15.80431228,40.13002123,16.51807065,179.9043844,978.132552,100323,0.17942119,10
Jaipur,331,241.2374428,62.37613624,67.3397215,8.843217916,23.80972821,53.31492495,26.45595099,39.54048806,18.68918593,287.3430286,971.728212,466112,2.830848728,10
Surat,57,179.7138463,222.425283,78.92059986,6.236660252,46.89883222,46.50957238,28.56552023,45.55588252,1.107755294,190.8529683,1043.227562,21941,8.139153268,10
Surat,214,128.3945751,228.0058367,33.03652247,4.386923622,40.26809416,30.07046133,35.0849395,50.74084634,8.346027478,117.0207391,950.4958254,136735,4.625910926,10
Rajkot,209,53.63590944,264.6756565,36.22021385,6.769556084,13.79090417,33.43150349,37.22812057,56.95333574,2.662638082,108.9005451,980.6644471,388769,9.994883034,10
Jaipur,205,37.69460867,35.64884389,8.74704703,4.999986673,39.73231173,50.01156865,30.4082062,49.08530442,2.882965636,44.41323527,983.1337439,253192,8.86966841,10
Kolkata,426,50.14934017,244.909264,74.81213777,8.939549762,46.55439892,71.48910439,36.75317999,76.97140136,7.661957696,229.0688019,989.7125452,301529,5.986628324,10
Ludhiana,194,140.6522463,143.2174588,33.77892554,6.316701545,24.89640455,33.94356179,25.82086498,61.33567625,12.80943825,143.1812804,1044.116907,468908,0.575632964,10
Delhi,363,196.7241762,189.7536371,25.2881049,3.521381825,36.74937594,75.17398507,33.25342946,59.65944773,8.797736249,146.4275627,1010.443464,436677,2.537885571,10
Chennai,336,189.0694451,181.5441414,63.90303346,4.462127087,6.008587022,89.49406907,39.82319907,67.39333228,18.01650536,240.6624744,1035.763731,249339,2.841120479,10
Patna,265,98.43669647,274.9803774,37.73410633,5.010897012,41.83359725,85.89002416,43.82227558,89.64530037,2.460116547,292.3778851,969.557965,177275,9.055013981,10
Mumbai,487,198.5298947,31.20443944,7.905389603,7.545064204,5.223115163,44.45381104,16.57254564,71.14753885,10.02961367,253.7415781,960.578946,41053,8.110132212,10
Thane,226,112.7678385,220.1190218,10.80765268,0.885017687,22.52573226,72.9449564,41.04851518,89.84163959,5.273497477,158.5795166,951.5966211,190553,6.034680445,10
Bhopal,312,190.4312045,249.4249373,37.43436629,3.749440789,18.1391578,86.94124581,43.497347,38.97305046,3.656627412,72.2206455,1036.37264,479043,9.281887104,10
Thane,304,107.3643436,95.2914266,45.63232102,3.981290935,20.01960221,50.88211197,29.80346473,35.15438411,10.86238615,96.12651208,959.0217443,312331,1.236531386,10
Nashik,333,159.8666609,101.5770336,44.90224311,5.401234508,48.43680759,18.35194572,19.90028129,95.37860856,5.399688359,143.9219206,956.2231005,467649,2.101650063,10
Indore,88,172.2360437,67.34532257,72.15417771,2.074352902,12.09528247,61.22180126,34.69962396,80.82082978,13.97064245,163.2937926,959.8045935,73261,5.659259648,10
Bhopal,285,20.8639389,276.9182434,27.94750485,5.345207568,35.31195379,27.6746648,18.87579816,81.53857723,4.839060765,170.7674625,962.1332801,138834,3.037743175,10
Bangalore,463,82.29110314,152.8470101,59.52479532,9.248886714,27.12862962,58.08520677,11.79420332,86.52812528,5.223919945,80.95311067,1045.379509,171126,2.68527513,10
Nashik,376,72.80536878,267.6905004,30.15841139,4.155822232,49.63039373,52.17350613,26.94952186,53.7510422,14.46242489,28.63895458,1040.599994,137475,9.620656271,10
Thane,217,50.71531077,183.9826202,63.5014657,7.135097505,25.1660751,96.7284605,20.19575825,31.58172798,2.03108315,37.02585998,978.1564308,205948,2.800579702,10
Chennai,243,244.5284224,255.7313019,72.25157153,0.448437569,46.21354136,29.47790088,28.33211265,71.08673324,19.0257949,3.2767538,990.9638274,232614,6.377435655,10
Pune,167,120.4287361,243.8802322,51.59248167,6.084530281,23.9632718,88.24569728,29.41983752,45.48672341,1.710593885,48.12928106,1040.814432,48826,9.809119642,10
Bangalore,458,37.86085199,290.8198645,60.43768378,6.570622656,13.95261604,5.431503304,32.18702951,24.1688641,3.653353381,259.7467746,962.6924251,360889,0.969350224,10
Ludhiana,234,198.704667,83.89727587,23.03169324,8.303759175,8.645424959,54.09313679,17.04431995,79.7342948,6.682239249,272.0699193,979.8098843,27413,1.339324296,10
Meerut,250,178.2758507,33.54796913,54.82418553,3.573524873,2.482391051,34.20530704,13.38153575,63.10684773,4.597494139,202.696635,963.3199079,303608,8.742698995,10
Chennai,472,84.51286712,257.2570376,71.57843732,7.803454614,2.637203105,41.82628151,44.49394249,22.43111175,3.171948525,198.6552924,1001.125989,150562,6.973354251,10
Surat,210,220.3103899,118.2372503,62.25783678,2.339242178,49.20196263,43.74169838,44.17099805,28.42898813,8.480757181,2.724657162,972.3857492,498764,8.621891276,10
Srinagar,141,176.0861828,66.72996509,58.45627345,2.501734292,49.90043587,92.58459347,12.89938666,20.10221377,9.135776126,98.88179639,995.8332004,319273,0.897583104,10
Patna,363,139.3183266,152.431648,57.84625237,9.875309833,43.83565382,95.10703799,17.47889259,61.51864885,5.175379929,268.0960143,1014.733004,284948,1.189046358,10
Rajkot,122,218.5748084,95.87050966,63.78909967,6.885108874,33.60857058,70.65217828,30.61152936,94.20743075,13.05761988,128.9723785,982.0915988,278834,4.653546979,10
Patna,393,246.1899825,264.4057339,54.20400646,9.678507421,11.64573095,71.02790116,20.56749526,60.4822198,9.240749074,207.5910236,1010.646788,493749,2.393106478,10
Surat,149,30.2987974,257.6782368,10.18645533,3.156854056,26.83797303,10.66398961,40.87824413,46.7182147,14.55460716,187.5527205,956.0142475,151371,1.902893702,10
Bhopal,301,15.30319723,67.17010297,48.8731964,2.088192223,3.706087521,41.3092132,38.0934133,53.84373836,1.204685983,216.1413557,1047.847505,227340,5.772525269,10
Bhopal,261,162.2593528,249.9292649,68.24910256,9.813013355,29.65872806,55.49904538,32.80194739,47.45742525,10.0105115,65.43085251,980.744803,327217,7.143026976,10
Nagpur,234,176.0451098,201.9148745,77.72784807,3.935774411,43.9634912,34.12858835,30.70548109,43.22404973,19.5442027,124.4673232,1025.571845,439910,4.810326828,10
Bangalore,261,54.63074191,195.1483799,44.953246,3.601338336,29.54884428,29.1551187,42.54372205,20.51897153,18.06653017,242.640292,994.0473652,319190,1.446922511,10
Indore,361,72.81174918,172.7195292,37.25314415,1.771096277,27.51422191,66.63232815,15.56014839,58.02649404,17.09909106,142.5474659,1035.147167,252269,7.7094625,10
Kolkata,405,111.1657709,282.0239129,69.6543313,9.091700292,20.91527387,16.79691809,23.91274168,79.52462795,2.409344352,271.13843,1046.89788,231562,4.647536734,10
Vadodara,207,214.28123,237.5226384,24.41701634,6.127410083,37.20626934,95.73195066,22.43241654,33.39107349,4.09487219,247.0004664,1017.59324,14180,0.558245993,10
Meerut,185,35.84561756,194.9060487,39.82215703,4.375837369,36.5982638,50.78384285,22.67971657,36.38004716,10.53028224,39.75292321,999.2022456,451786,5.524694477,10
Pune,358,188.6275674,119.2279784,62.08033543,2.727032092,22.58991668,53.37929866,27.6260289,38.02085005,19.79871797,202.2175475,1003.57257,105909,8.127597112,10
Agra,402,238.5336908,90.45837081,30.36722649,3.719481467,7.438393095,68.15013999,12.17499579,50.07328756,1.138733381,86.51594206,975.0228784,379895,3.374436775,10
Pune,411,174.4182032,107.8178106,17.12281962,5.991435672,34.54924269,41.61044068,20.56146823,56.56879032,10.05930959,249.0891349,1046.85282,49477,7.474504645,10
Ludhiana,200,55.67372357,280.2707124,20.29677167,2.744151907,18.86674937,18.71982268,42.84669994,28.66434128,16.0478074,148.4897921,1016.046247,273757,3.141886084,10
Bhopal,374,38.03624799,265.0059851,50.7873922,3.28983683,32.74242012,83.97377673,10.6772586,71.30757117,13.54567386,189.8849411,958.3487783,460805,8.466625865,10
Jaipur,478,69.76239993,155.8291851,9.349153295,4.607178191,28.79220368,54.50031524,21.75948066,87.58691373,2.01913529,154.1848707,980.4273495,324165,3.126050282,10
Rajkot,314,148.5797573,96.33544175,17.49604412,6.334299922,17.7088785,81.8953457,14.99787103,77.09640431,14.83359567,25.63449886,1022.645311,146004,4.738672428,10
Bhopal,251,130.7551352,256.3904772,11.69554615,0.969541267,46.78231381,5.795363758,16.15820258,89.7176119,10.66764048,266.2070806,1021.534852,40877,4.473140207,10
Ludhiana,254,108.9085901,103.8118421,27.15310156,4.982932742,15.69687716,9.938846238,12.00503058,63.97530339,15.69203957,176.2151203,1021.404688,459597,3.56424226,10
Ahmedabad,353,227.2783019,162.7346933,61.46457246,7.157998201,47.97958711,75.52282405,15.52410834,84.20091181,16.18745349,244.4634619,1021.185405,76933,9.464387783,10
Nagpur,283,134.3606834,213.5279377,49.64294555,1.894068117,23.33580555,59.86679849,28.92962231,42.85645196,18.58216153,99.75057045,979.8717633,284662,5.24354331,10
Delhi,217,229.0788682,98.57059722,32.99765903,3.921307075,13.8671328,57.93016853,27.80711796,68.07499018,14.94560173,167.8303233,960.2993773,366116,6.797266137,10
Ludhiana,399,67.34883471,108.9008024,33.15880991,9.782083225,33.68041049,35.75305386,19.16403943,51.3162525,9.205009059,23.7898742,996.1158644,275289,6.796774572,10
Meerut,192,22.4483773,28.48010921,54.74653514,6.350531266,19.25442367,56.39664104,12.14030865,92.70809178,4.999892585,26.18202331,1022.836403,235221,1.691924538,10
Meerut,158,194.9297153,91.71687846,36.32727119,1.89765515,14.91658112,86.53145789,17.54304598,46.374962,12.27661097,12.26201654,1030.739484,404974,9.472397136,10
Indore,57,207.0234445,216.6532627,16.7645625,3.280746755,2.332332494,73.08050243,44.09621636,64.21736673,10.65899611,53.80858086,1019.37401,435336,3.720944541,10
Lucknow,329,169.3580248,280.8182192,27.8587533,4.897439765,6.690499405,72.62078447,41.73086432,25.23867826,2.880426687,70.86070022,1030.353192,399513,1.012592155,10
Vadodara,264,31.20237391,100.5980251,60.58707454,4.949601852,44.85427308,11.62128332,15.06121586,41.91472029,12.07886066,279.0359625,984.511414,16727,4.893573215,10
Varanasi,387,23.45232934,51.58943356,64.97531482,9.38245122,11.77930782,75.75661473,23.01774793,91.07177596,6.161301526,179.3056026,1037.645592,65241,4.514078821,10
Delhi,168,197.1448575,191.5094993,46.34992154,9.352808158,27.97595695,52.0201159,43.11156452,88.67109111,3.518816839,219.6149275,1034.799973,481859,3.466089122,10
Rajkot,462,62.05386977,258.064086,70.93700659,2.507956862,43.8089547,32.17887734,38.77766764,33.04173508,10.46470318,149.7184251,1006.878804,400750,1.268316897,10
Nashik,354,94.04197865,39.17224121,57.33268483,9.128232902,16.35950197,16.3677002,26.41970291,39.7025145,19.93511901,187.7697975,953.8186972,14597,4.68162953,10
Lucknow,313,197.4441639,191.6746909,51.79758496,1.447220306,27.58882913,78.19128286,43.04793971,69.96196268,14.75885901,159.2086584,972.6698908,421162,7.650187881,10
Indore,439,71.53745036,82.23460993,10.40961501,0.167660304,12.93709938,96.16211797,17.36023477,68.35327644,2.154725894,253.0041377,970.2312653,450208,4.734692514,10
Ludhiana,125,20.88765559,196.5958661,65.35630755,9.742390518,41.51772146,9.615004705,26.66189818,62.59072308,11.10435495,224.5995916,973.5255046,241484,0.200938797,10
Hyderabad,303,40.1137493,62.00933075,62.36052688,7.703925891,42.6712553,81.38911063,33.65079643,49.29562976,16.80014592,160.6718126,969.7195632,10668,6.99403494,10
Delhi,388,88.03399566,227.3199487,20.08410219,6.740624137,26.57587584,45.65541905,44.99295071,87.24902488,14.94456321,265.9593288,974.3767032,6683,3.383788045,10
Nashik,145,132.6537674,168.5828054,50.64522883,3.792877509,48.27031065,44.73020832,33.06756701,28.06309048,2.224987445,131.8565579,974.5999133,74061,6.518090367,10
Ludhiana,444,174.0400656,103.8826364,63.17829434,0.923260487,21.78067988,80.37159185,28.4811045,88.9184808,11.39808338,263.9818125,957.8176144,414042,1.517291004,10
Bangalore,367,163.7677382,117.9723948,31.03437036,7.750823132,22.0445016,73.72463477,37.60609727,24.51870175,9.603063127,295.1295272,1020.713859,400753,9.16995925,10
Surat,94,175.737393,67.5470972,79.74708864,4.24528134,19.34406717,49.98450383,25.54884016,75.0175118,4.045970122,257.7941267,994.8773103,43277,9.878906281,10
Mumbai,83,234.3420187,283.8828263,19.39216397,9.635408261,6.932171686,98.15796099,44.5886528,96.32251872,12.122075,277.6944736,1012.450641,56295,2.580202087,10
Nashik,266,48.11813719,256.4011271,70.14026794,1.489032861,32.20408118,41.26174516,22.70615769,79.7730438,8.762811414,98.65189841,1001.332403,206052,3.386533907,10
Nagpur,266,59.05713284,21.03634203,77.46629854,5.048446616,37.3007032,93.08848711,15.20553203,74.35114676,10.29147705,50.71284312,981.7215676,137981,1.760268477,10
Nagpur,118,234.5250647,228.4110029,24.26686658,5.292682678,43.66186116,30.75005862,13.95054866,74.16375216,13.54529108,153.2703968,954.0203953,76893,0.813002486,10
Hyderabad,257,226.9007817,184.1740134,47.11406943,0.166740186,28.32590988,12.40330299,11.71583215,85.75797163,1.618012656,157.7269251,955.2160522,365230,9.16236935,10
Nashik,210,34.04060615,243.4417034,71.23301364,0.580369353,10.39355202,51.13461419,21.72611972,97.0655679,2.354982579,109.5205973,1012.752899,454586,1.66671768,10
Meerut,376,31.92351582,148.923638,41.52415324,3.598235596,3.234426059,75.71450064,14.74640779,75.65342704,15.18428131,133.8503974,995.1713636,210752,1.853569513,10
